palabra;definicion;grammatical;nivel2;tematica
boring;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
famous;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
gentle;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
guilty;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
lovely;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
modern;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
normal;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
strong;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
stupid;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
unable;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
useful;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
better;;adjective & adverb;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
pretty;;adjective & adverb;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
London;;Nouns;A1 Movers;Places
behind;;Prepositions;Pre A1 Starters;Places
circle;;Nouns;A1 Movers;Places
corner;;Nouns;A2 Flyers;Places
market;;Nouns;A1 Movers;Places
middle;;Adjectives;A2 Flyers;Places
museum;;Nouns;A2 Flyers;Places
square;;Nouns;A1 Movers;Places
castle;;noun;B1 Preliminar;Places
centre;;noun;B1 Preliminar;Places
clinic;;noun;B1 Preliminar;Places
office;;noun;B1 Preliminar;Places
palace;;noun;B1 Preliminar;Places
prison;;noun;B1 Preliminar;Places
desert;;noun;B1 Preliminar;Places
forest;;noun;B1 Preliminar;Places
island;;noun;B1 Preliminar;Places
region;;noun;B1 Preliminar;Places
stream;;noun;B1 Preliminar;Places
valley;;noun;B1 Preliminar;Places
square;;adjective & noun;B1 Preliminar;Places
bridge;;noun;B1 Preliminar;Places
corner;;noun;B1 Preliminar;Places
market;;noun;B1 Preliminar;Places
street;;noun;B1 Preliminar;Places
subway;;noun;B1 Preliminar;Places
tunnel;;noun;B1 Preliminar;Places
answer;;Nouns;Pre A1 Starters;School
colour;;Nouns;Pre A1 Starters;School
crayon;;Nouns;Pre A1 Starters;School
eraser;;Nouns;Pre A1 Starters;School
lesson;;Nouns;Pre A1 Starters;School
letter;;Nouns;Pre A1 Starters;School
number;;Nouns;Pre A1 Starters;School
pencil;;Nouns;Pre A1 Starters;School
poster;;Nouns;Pre A1 Starters;School
rubber;;Nouns;A1 Movers;School
school;;Nouns;Pre A1 Starters;School
screen;;Nouns;A1 Movers;School
window;;Nouns;Pre A1 Starters;School
closed;;adjective;B1 Preliminar;Shopping
cheque;;noun;B1 Preliminar;Shopping
dollar;;noun;B1 Preliminar;Shopping
luxury;;noun;B1 Preliminar;Shopping
change;;noun & verb;B1 Preliminar;Shopping
return;;noun & verb;B1 Preliminar;Shopping
choose;;verb;B1 Preliminar;Shopping
reduce;;verb;B1 Preliminar;Shopping
boxing;;noun;B1 Preliminar;Sports & leisure
diving;;noun;B1 Preliminar;Sports & leisure
helmet;;noun;B1 Preliminar;Sports & leisure
hockey;;noun;B1 Preliminar;Sports & leisure
league;;noun;B1 Preliminar;Sports & leisure
member;;noun;B1 Preliminar;Sports & leisure
racing;;noun;B1 Preliminar;Sports & leisure
racket;;noun;B1 Preliminar;Sports & leisure
riding;;noun;B1 Preliminar;Sports & leisure
season;;noun;B1 Preliminar;Sports & leisure
skiing;;noun;B1 Preliminar;Sports & leisure
soccer;;noun;B1 Preliminar;Sports & leisure
squash;;noun;B1 Preliminar;Sports & leisure
tennis;;noun;B1 Preliminar;Sports & leisure
ticket;;noun;B1 Preliminar;Sports & leisure
bounce;;Verbs regular;Pre A1 Starters;Sports & leisure
camera;;Nouns;Pre A1 Starters;Sports & leisure
center;;Nouns;A1 Movers;Sports & leisure
centre;;Nouns;A1 Movers;Sports & leisure
cinema;;Nouns;A1 Movers;Sports & leisure
guitar;;Nouns;Pre A1 Starters;Sports & leisure
hockey;;Nouns;Pre A1 Starters;Sports & leisure
listen;;Verbs regular;Pre A1 Starters;Sports & leisure
member;;Nouns;A2 Flyers;Sports & leisure
online;;Adjectives;A2 Flyers;Sports & leisure
photo/;;Verbs irregular;A1 Movers;Sports & leisure
player;;Nouns;A1 Movers;Sports & leisure
puzzle;;Nouns;A2 Flyers;Sports & leisure
racket;;Nouns;A1 Movers;Sports & leisure
roller;;Nouns;A1 Movers;Sports & leisure
skates;;Nouns;A1 Movers;Sports & leisure
sledge;;Nouns;A1 Movers;Sports & leisure
sports;;Nouns;Pre A1 Starters;Sports & leisure
tennis;;Nouns;A1 Movers;Sports & leisure
violin;;Nouns;A2 Flyers;Sports & leisure
winner;;Nouns;A2 Flyers;Sports & leisure
animal;;noun;B1 Preliminar;The Natural World
autumn;;noun;B1 Preliminar;The Natural World
branch;;noun;B1 Preliminar;The Natural World
donkey;;noun;B1 Preliminar;The Natural World
flower;;noun;B1 Preliminar;The Natural World
jungle;;noun;B1 Preliminar;The Natural World
monkey;;noun;B1 Preliminar;The Natural World
nature;;noun;B1 Preliminar;The Natural World
parrot;;noun;B1 Preliminar;The Natural World
planet;;noun;B1 Preliminar;The Natural World
rabbit;;noun;B1 Preliminar;The Natural World
sunset;;noun;B1 Preliminar;The Natural World
freeze;;verb;B1 Preliminar;The Natural World
weekly;;adjective & adverb;B1 Preliminar;Time
second;;adverb & determiner & noun;B1 Preliminar;Time
minute;;noun;B1 Preliminar;Time
moment;;noun;B1 Preliminar;Time
August;;Nouns;A1 Movers;Time
Friday;;Nouns;A1 Movers;Time
Monday;;Nouns;A1 Movers;Time
Sunday;;Nouns;A1 Movers;Time
always;;Adverbs;A1 Movers;Time
autumn;;Nouns;A1 Movers;Time
before;;Adverbs;A1 Movers;Time
midday;;Nouns;A2 Flyers;Time
minute;;Nouns;A2 Flyers;Time
oclock;;Adverbs;A1 Movers;Time
spring;;Nouns;A1 Movers;Time
summer;;Nouns;A2 Flyers;Time
winter;;Nouns;A2 Flyers;Time
soccer;;Nouns;Pre A1 Starters;Toys
racing;;Adjectives;A2 Flyers;Transport
ticket;;Nouns;A1 Movers;Transport
abroad;;adverb;B1 Preliminar;Transport
border;;noun;B1 Preliminar;Transport
driver;;noun;B1 Preliminar;Transport
flight;;noun;B1 Preliminar;Transport
petrol;;noun;B1 Preliminar;Transport
rocket;;noun;B1 Preliminar;Transport
arrive;;verb;B1 Preliminar;Transport
depart;;verb;B1 Preliminar;Transport
travel;;verb;B1 Preliminar;Transport
cloudy;;adjective;B1 Preliminar;Weather
frozen;;adjective;B1 Preliminar;Weather
breeze;;noun;B1 Preliminar;Weather
cloudy;;Adjectives;A1 Movers;Weather
around;;Prepositions;A1 Movers;Work
artist;;Nouns;A1 Movers;Work
bridge;;Nouns;A1 Movers;Work
castle;;Nouns;A1 Movers;Work
circus;;Nouns;A1 Movers;Work
desert;;Nouns;A2 Flyers;Work
doctor;;Nouns;A1 Movers;Work
driver;;Nouns;A1 Movers;Work
engine;;Nouns;A2 Flyers;Work
farmer;;Nouns;A1 Movers;Work
forest;;Nouns;A1 Movers;Work
future;;Nouns;A1 Movers;Work
ground;;Nouns;A1 Movers;Work
island;;Nouns;A1 Movers;Work
office;;Nouns;A2 Flyers;Work
pirate;;Nouns;A1 Movers;Work
planet;;Nouns;A2 Flyers;Work
police;;Nouns;A2 Flyers;Work
rocket;;Nouns;A1 Movers;Work
singer;;Nouns;A1 Movers;Work
stream;;Nouns;A1 Movers;Work
street;;Nouns;Pre A1 Starters;Work
waiter;;Nouns;A2 Flyers;Work
artist;;noun;B1 Preliminar;Work
banker;;noun;B1 Preliminar;Work
barber;;noun;B1 Preliminar;Work
career;;noun;B1 Preliminar;Work
farmer;;noun;B1 Preliminar;Work
lawyer;;noun;B1 Preliminar;Work
sailor;;noun;B1 Preliminar;Work
salary;;noun;B1 Preliminar;Work
singer;;noun;B1 Preliminar;Work
worker;;noun;B1 Preliminar;Work
retire;;verb;B1 Preliminar;Work
active;;adjective;B1 Preliminar;
annual;;adjective;B1 Preliminar;
asleep;;adjective;B1 Preliminar;
bitter;;adjective;B1 Preliminar;
bright;;adjective;B1 Preliminar;
broken;;adjective;B1 Preliminar;
casual;;adjective;B1 Preliminar;
former;;adjective;B1 Preliminar;
guided;;adjective;B1 Preliminar;
hidden;;adjective;B1 Preliminar;
honest;;adjective;B1 Preliminar;
indoor;;adjective;B1 Preliminar;
latest;;adjective;B1 Preliminar;
likely;;adjective;B1 Preliminar;
lively;;adjective;B1 Preliminar;
lonely;;adjective;B1 Preliminar;
medium;;adjective;B1 Preliminar;
narrow;;adjective;B1 Preliminar;
polite;;adjective;B1 Preliminar;
proper;;adjective;B1 Preliminar;
recent;;adjective;B1 Preliminar;
scared;;adjective;B1 Preliminar;
silent;;adjective;B1 Preliminar;
simple;;adjective;B1 Preliminar;
sleepy;;adjective;B1 Preliminar;
smooth;;adjective;B1 Preliminar;
social;;adjective;B1 Preliminar;
sticky;;adjective;B1 Preliminar;
strict;;adjective;B1 Preliminar;
sudden;;adjective;B1 Preliminar;
tiring;;adjective;B1 Preliminar;
unfair;;adjective;B1 Preliminar;
unkind;;adjective;B1 Preliminar;
unsure;;adjective;B1 Preliminar;
untidy;;adjective;B1 Preliminar;
unwell;;adjective;B1 Preliminar;
urgent;;adjective;B1 Preliminar;
wooden;;adjective;B1 Preliminar;
nearby;;adjective & adverb;B1 Preliminar;
double;;adjective & determiner;B1 Preliminar;
little;;adjective & determiner & pronoum;B1 Preliminar;
bottom;;adjective & noun;B1 Preliminar;
female;;adjective & noun;B1 Preliminar;
future;;adjective & noun;B1 Preliminar;
ground;;adjective & noun;B1 Preliminar;
public;;adjective & noun;B1 Preliminar;
secret;;adjective & noun;B1 Preliminar;
single;;adjective & noun;B1 Preliminar;
direct;;adjective & verb;B1 Preliminar;
almost;;adverb;B1 Preliminar;
always;;adverb;B1 Preliminar;
anyway;;adverb;B1 Preliminar;
easily;;adverb;B1 Preliminar;
fairly;;adverb;B1 Preliminar;
hardly;;adverb;B1 Preliminar;
indeed;;adverb;B1 Preliminar;
lately;;adverb;B1 Preliminar;
loudly;;adverb;B1 Preliminar;
mainly;;adverb;B1 Preliminar;
mostly;;adverb;B1 Preliminar;
nearly;;adverb;B1 Preliminar;
partly;;adverb;B1 Preliminar;
rarely;;adverb;B1 Preliminar;
rather;;adverb;B1 Preliminar;
really;;adverb;B1 Preliminar;
safely;;adverb;B1 Preliminar;
slowly;;adverb;B1 Preliminar;
before;;adverb & conjunction & prepositon;B1 Preliminar;
either;;adverb & determiner & pronoum;B1 Preliminar;
enough;;adverb & determiner & pronoum;B1 Preliminar;
across;;adverb & preposition;B1 Preliminar;
around;;adverb & preposition;B1 Preliminar;
behind;;adverb & preposition;B1 Preliminar;
beside;;adverb & preposition;B1 Preliminar;
beyond;;adverb & preposition;B1 Preliminar;
inside;;adverb & preposition;B1 Preliminar;
unless;;conjunction;B1 Preliminar;
except;;conjunction & preposition;B1 Preliminar;
should;;modal verb;B1 Preliminar;
accent;;noun;B1 Preliminar;
action;;noun;B1 Preliminar;
advice;;noun;B1 Preliminar;
agency;;noun;B1 Preliminar;
amount;;noun;B1 Preliminar;
author;;noun;B1 Preliminar;
basket;;noun;B1 Preliminar;
battle;;noun;B1 Preliminar;
beauty;;noun;B1 Preliminar;
cattle;;noun;B1 Preliminar;
chance;;noun;B1 Preliminar;
choice;;noun;B1 Preliminar;
circle;;noun;B1 Preliminar;
couple;;noun;B1 Preliminar;
cousin;;noun;B1 Preliminar;
credit;;noun;B1 Preliminar;
custom;;noun;B1 Preliminar;
detail;;noun;B1 Preliminar;
effect;;noun;B1 Preliminar;
effort;;noun;B1 Preliminar;
ending;;noun;B1 Preliminar;
energy;;noun;B1 Preliminar;
engine;;noun;B1 Preliminar;
eraser;;noun;B1 Preliminar;
exams.;;noun;B1 Preliminar;
expert;;noun;B1 Preliminar;
family;;noun;B1 Preliminar;
father;;noun;B1 Preliminar;
favour;;noun;B1 Preliminar;
figure;;noun;B1 Preliminar;
friend;;noun;B1 Preliminar;
granny;;noun;B1 Preliminar;
height;;noun;B1 Preliminar;
hostel;;noun;B1 Preliminar;
hunger;;noun;B1 Preliminar;
insect;;noun;B1 Preliminar;
keeper;;noun;B1 Preliminar;
kitten;;noun;B1 Preliminar;
leader;;noun;B1 Preliminar;
length;;noun;B1 Preliminar;
liquid;;noun;B1 Preliminar;
locker;;noun;B1 Preliminar;
memory;;noun;B1 Preliminar;
method;;noun;B1 Preliminar;
midday;;noun;B1 Preliminar;
middle;;noun;B1 Preliminar;
model.;;noun;B1 Preliminar;
mother;;noun;B1 Preliminar;
nephew;;noun;B1 Preliminar;
number;;noun;B1 Preliminar;
object;;noun;B1 Preliminar;
option;;noun;B1 Preliminar;
packet;;noun;B1 Preliminar;
parent;;noun;B1 Preliminar;
pencil;;noun;B1 Preliminar;
period;;noun;B1 Preliminar;
person;;noun;B1 Preliminar;
phrase;;noun;B1 Preliminar;
pirate;;noun;B1 Preliminar;
player;;noun;B1 Preliminar;
poetry;;noun;B1 Preliminar;
police;;noun;B1 Preliminar;
poster;;noun;B1 Preliminar;
powder;;noun;B1 Preliminar;
prayer;;noun;B1 Preliminar;
prince;;noun;B1 Preliminar;
puzzle;;noun;B1 Preliminar;
reader;;noun;B1 Preliminar;
reason;;noun;B1 Preliminar;
refund;;noun;B1 Preliminar;
resort;;noun;B1 Preliminar;
result;;noun;B1 Preliminar;
reward;;noun;B1 Preliminar;
runner;;noun;B1 Preliminar;
shadow;;noun;B1 Preliminar;
sister;;noun;B1 Preliminar;
sleeve;;noun;B1 Preliminar;
speech;;noun;B1 Preliminar;
statue;;noun;B1 Preliminar;
supper;;noun;B1 Preliminar;
system;;noun;B1 Preliminar;
talent;;noun;B1 Preliminar;
throat;;noun;B1 Preliminar;
tissue;;noun;B1 Preliminar;
tongue;;noun;B1 Preliminar;
violin;;noun;B1 Preliminar;
weight;;noun;B1 Preliminar;
winner;;noun;B1 Preliminar;
writer;;noun;B1 Preliminar;
attack;;noun & verb;B1 Preliminar;
charge;;noun & verb;B1 Preliminar;
colour;;noun & verb;B1 Preliminar;
defeat;;noun & verb;B1 Preliminar;
demand;;noun & verb;B1 Preliminar;
design;;noun & verb;B1 Preliminar;
excuse;;noun & verb;B1 Preliminar;
finish;;noun & verb;B1 Preliminar;
matter;;noun & verb;B1 Preliminar;
notice;;noun & verb;B1 Preliminar;
record;;noun & verb;B1 Preliminar;
regret;;noun & verb;B1 Preliminar;
report;;noun & verb;B1 Preliminar;
rescue;;noun & verb;B1 Preliminar;
scream;;noun & verb;B1 Preliminar;
search;;noun & verb;B1 Preliminar;
signal;;noun & verb;B1 Preliminar;
strike;;noun & verb;B1 Preliminar;
update;;noun & verb;B1 Preliminar;
upload;;noun & verb;B1 Preliminar;
cut up;;phrasal verb;B1 Preliminar;
end up;;phrasal verb;B1 Preliminar;
get in;;phrasal verb;B1 Preliminar;
get on;;phrasal verb;B1 Preliminar;
get up;;phrasal verb;B1 Preliminar;
go for;;phrasal verb;B1 Preliminar;
go off;;phrasal verb;B1 Preliminar;
put up;;phrasal verb;B1 Preliminar;
set up;;phrasal verb;B1 Preliminar;
people;;plural noun;B1 Preliminar;
during;;preposition;B1 Preliminar;
within;;preposition;B1 Preliminar;
anyone;;pronoum;B1 Preliminar;
itself;;pronoum;B1 Preliminar;
myself;;pronoum;B1 Preliminar;
nobody;;pronoum;B1 Preliminar;
plenty;;pronoum;B1 Preliminar;
theirs;;pronoum;B1 Preliminar;
accept;;verb;B1 Preliminar;
admire;;verb;B1 Preliminar;
advise;;verb;B1 Preliminar;
affect;;verb;B1 Preliminar;
afford;;verb;B1 Preliminar;
appear;;verb;B1 Preliminar;
arrest;;verb;B1 Preliminar;
assist;;verb;B1 Preliminar;
attach;;verb;B1 Preliminar;
attend;;verb;B1 Preliminar;
become;;verb;B1 Preliminar;
behave;;verb;B1 Preliminar;
belong;;verb;B1 Preliminar;
borrow;;verb;B1 Preliminar;
bother;;verb;B1 Preliminar;
cancel;;verb;B1 Preliminar;
create;;verb;B1 Preliminar;
decide;;verb;B1 Preliminar;
defend;;verb;B1 Preliminar;
divide;;verb;B1 Preliminar;
employ;;verb;B1 Preliminar;
escape;;verb;B1 Preliminar;
expect;;verb;B1 Preliminar;
follow;;verb;B1 Preliminar;
forget;;verb;B1 Preliminar;
glance;;verb;B1 Preliminar;
happen;;verb;B1 Preliminar;
ignore;;verb;B1 Preliminar;
inform;;verb;B1 Preliminar;
insist;;verb;B1 Preliminar;
intend;;verb;B1 Preliminar;
invite;;verb;B1 Preliminar;
listen;;verb;B1 Preliminar;
locate;;verb;B1 Preliminar;
manage;;verb;B1 Preliminar;
permit;;verb;B1 Preliminar;
prefer;;verb;B1 Preliminar;
punish;;verb;B1 Preliminar;
refuse;;verb;B1 Preliminar;
remain;;verb;B1 Preliminar;
remind;;verb;B1 Preliminar;
remove;;verb;B1 Preliminar;
repeat;;verb;B1 Preliminar;
revise;;verb;B1 Preliminar;
select;;verb;B1 Preliminar;
suffer;;verb;B1 Preliminar;
supply;;verb;B1 Preliminar;
unpack;;verb;B1 Preliminar;
wonder;;verb;B1 Preliminar;
across;;Prepositions;A1 Movers;
afraid;;Adjectives;A1 Movers;
anyone;;Pronouns;A1 Movers;
appear;;Verbs regular;A1 Movers;
arrive;;Verbs regular;A1 Movers;
asleep;;Adjectives;A1 Movers;
better;;Adjectives;A1 Movers;
boring;;Adjectives;A1 Movers;
borrow;;Verbs regular;A1 Movers;
bottom;;Nouns;A1 Movers;
broken;;Adjectives;A1 Movers;
called;;Verbs;A1 Movers;
change;;Verbs regular;A1 Movers;
choose;;Verbs irregular;Pre A1 Starters;
clever;;Adjectives;A1 Movers;
closed;;Adjectives;Pre A1 Starters;
cooker;;Nouns;A1 Movers;
course;;Adverbs;A2 Flyers;
decide;;Verbs regular;A1 Movers;
design;;Nouns;A2 Flyers;
dining;;Nouns;Pre A1 Starters;
double;;Adjectives;Pre A1 Starters;
during;;Prepositions;A1 Movers;
e-book;;Nouns;A1 Movers;
enough;;Adjectives;A1 Movers;
famous;;Adjectives;A1 Movers;
finish;;Verbs regular;A1 Movers;
flower;;Nouns;Pre A1 Starters;
follow;;Verbs regular;A1 Movers;
forget;;Verbs irregular;A1 Movers;
fridge;;Nouns;A2 Flyers;
garden;;Nouns;Pre A1 Starters;
happen;;Verbs regular;A1 Movers;
inside;;Adverbs;A1 Movers;
invent;;Verbs regular;A1 Movers;
invite;;Verbs regular;A1 Movers;
jungle;;Nouns;A1 Movers;
laptop;;Nouns;A1 Movers;
little;;Adjectives;A1 Movers;
living;;Nouns;Pre A1 Starters;
loudly;;Adverbs;A1 Movers;
lovely;;Adjectives;A2 Flyers;
mirror;;Nouns;Pre A1 Starters;
moment;;Adverbs;A2 Flyers;
myself;;Adverbs;A2 Flyers;
no-one;;Pronouns;A2 Flyers;
off/on;;Verbs regular;A2 Flyers;
pardon;;Question words;Pre A1 Starters;
prefer;;Verbs regular;A2 Flyers;
pretty;;Adjectives;A1 Movers;
really;;Adverbs;Pre A1 Starters;
repair;;Verbs regular;A2 Flyers;
repeat;;Verbs regular;A2 Flyers;
search;;Nouns;A1 Movers;
second;;Adjectives;A1 Movers;
secret;;Nouns;A1 Movers;
should;;Verbs irregular;A2 Flyers;
shower;;Nouns;A1 Movers;
slowly;;Adverbs;A1 Movers;
stairs;;Nouns;A1 Movers;
strong;;Adjectives;A1 Movers;
tablet;;Nouns;Pre A1 Starters;
theirs;;Pronouns;Pre A1 Starters;
travel;;Verbs regular;A1 Movers;
unkind;;Adjectives;A2 Flyers;
untidy;;Adjectives;A2 Flyers;
dolphin;;Nouns;A1 Movers;Animals
extinct;;Adjectives;A1 Movers;Animals
giraffe;;Nouns;Pre A1 Starters;Animals
octopus;;Nouns;A2 Flyers;Animals
penguin;;Nouns;A1 Movers;Animals
stomach;;Nouns;A1 Movers;Animals
T-shirt;;Nouns;Pre A1 Starters;Clothes
clothes;;Nouns;Pre A1 Starters;Clothes
costume;;Nouns;A2 Flyers;Clothes
glasses;;Nouns;Pre A1 Starters;Clothes
handbag;;Nouns;Pre A1 Starters;Clothes
pajamas;;Nouns;A2 Flyers;Clothes
pyjamas;;Nouns;A2 Flyers;Clothes
sweater;;Nouns;A1 Movers;Clothes
uniform;;Nouns;A2 Flyers;Clothes
plastic;;adjective & noun;B1 Preliminar;Clothes
costume;;noun;B1 Preliminar;Clothes
earring;;noun;B1 Preliminar;Clothes
fashion;;noun;B1 Preliminar;Clothes
handbag;;noun;B1 Preliminar;Clothes
laundry;;noun;B1 Preliminar;Clothes
leather;;noun;B1 Preliminar;Clothes
make-up;;noun;B1 Preliminar;Clothes
perfume;;noun;B1 Preliminar;Clothes
sweater;;noun;B1 Preliminar;Clothes
T-shirt;;noun;B1 Preliminar;Clothes
uniform;;noun;B1 Preliminar;Clothes
clothes;;plural noun;B1 Preliminar;Clothes
glasses;;plural noun;B1 Preliminar;Clothes
undress;;verb;B1 Preliminar;Clothes
spotted;;Adjectives;A2 Flyers;Colours
striped;;Adjectives;A2 Flyers;Colours
digital;;adjective;B1 Preliminar;Communications and Technology
engaged;;adjective;B1 Preliminar;Communications and Technology
address;;noun;B1 Preliminar;Communications and Technology
blogger;;noun;B1 Preliminar;Communications and Technology
machine;;noun;B1 Preliminar;Communications and Technology
message;;noun;B1 Preliminar;Communications and Technology
dial up;;phrasal verb;B1 Preliminar;Communications and Technology
hang up;;phrasal verb;B1 Preliminar;Communications and Technology
ring up;;phrasal verb;B1 Preliminar;Communications and Technology
comment;;verb;B1 Preliminar;Communications and Technology
connect;;verb;B1 Preliminar;Communications and Technology
install;;verb;B1 Preliminar;Communications and Technology
biology;;noun;B1 Preliminar;Education
college;;noun;B1 Preliminar;Education
history;;noun;B1 Preliminar;Education
library;;noun;B1 Preliminar;Education
physics;;noun;B1 Preliminar;Education
podcast;;noun;B1 Preliminar;Education
printer;;noun;B1 Preliminar;Education
project;;noun;B1 Preliminar;Education
science;;noun;B1 Preliminar;Education
student;;noun;B1 Preliminar;Education
subject;;noun;B1 Preliminar;Education
teacher;;noun;B1 Preliminar;Education
website;;noun;B1 Preliminar;Education
turn on;;phrasal verb;B1 Preliminar;Education
studies;;plural noun;B1 Preliminar;Education
actress;;noun;B1 Preliminar;Entertainment and Media
article;;noun;B1 Preliminar;Entertainment and Media
cartoon;;noun;B1 Preliminar;Entertainment and Media
channel;;noun;B1 Preliminar;Entertainment and Media
concert;;noun;B1 Preliminar;Entertainment and Media
drawing;;noun;B1 Preliminar;Entertainment and Media
episode;;noun;B1 Preliminar;Entertainment and Media
heroine;;noun;B1 Preliminar;Entertainment and Media
painter;;noun;B1 Preliminar;Entertainment and Media
display;;noun & verb;B1 Preliminar;Entertainment and Media
look at;;phrasal verb;B1 Preliminar;Entertainment and Media
perform;;verb;B1 Preliminar;Entertainment and Media
recycle;;verb;B1 Preliminar;Environment
brother;;Nouns;Pre A1 Starters;Family & friends
grandma;;Nouns;Pre A1 Starters;Family & friends
grandpa;;Nouns;Pre A1 Starters;Family & friends
husband;;Nouns;A1 Movers;Family & friends
man/men;;Nouns;Pre A1 Starters;Family & friends
married;;Adjectives;A2 Flyers;Family & friends
surname;;Nouns;A2 Flyers;Family & friends
biscuit;;Nouns;A2 Flyers;Food & drink
chicken;;Nouns;Pre A1 Starters;Food & drink
coconut;;Nouns;Pre A1 Starters;Food & drink
noodles;;Nouns;A1 Movers;Food & drink
pancake;;Nouns;A1 Movers;Food & drink
sausage;;Nouns;Pre A1 Starters;Food & drink
thirsty;;Adjectives;A1 Movers;Food & drink
yoghurt;;Nouns;A2 Flyers;Food & drink
grilled;;adjective;B1 Preliminar;Food & drink
thirsty;;adjective;B1 Preliminar;Food & drink
biscuit;;noun;B1 Preliminar;Food & drink
cabbage;;noun;B1 Preliminar;Food & drink
canteen;;noun;B1 Preliminar;Food & drink
chicken;;noun;B1 Preliminar;Food & drink
coconut;;noun;B1 Preliminar;Food & drink
cookery;;noun;B1 Preliminar;Food & drink
dessert;;noun;B1 Preliminar;Food & drink
flavour;;noun;B1 Preliminar;Food & drink
kitchen;;noun;B1 Preliminar;Food & drink
lettuce;;noun;B1 Preliminar;Food & drink
sausage;;noun;B1 Preliminar;Food & drink
spinach;;noun;B1 Preliminar;Food & drink
wash up;;phrasal verb;B1 Preliminar;Food & drink
bandage;;Nouns;A1 Movers;Health
earache;;Nouns;A1 Movers;Health
aspirin;;noun;B1 Preliminar;Health
bandage;;noun;B1 Preliminar;Health
chemist;;noun;B1 Preliminar;Health
dentist;;noun;B1 Preliminar;Health
earache;;noun;B1 Preliminar;Health
illness;;noun;B1 Preliminar;Health
problem;;noun;B1 Preliminar;Health
stomach;;noun;B1 Preliminar;Health
breathe;;verb;B1 Preliminar;Health
operate;;verb;B1 Preliminar;Health
recover;;verb;B1 Preliminar;Health
painful;;adjective;B1 Preliminar;Hobbies and Leisure
bicycle;;noun;B1 Preliminar;Hobbies and Leisure
camping;;noun;B1 Preliminar;Hobbies and Leisure
dancing;;noun;B1 Preliminar;Hobbies and Leisure
fiction;;noun;B1 Preliminar;Hobbies and Leisure
gallery;;noun;B1 Preliminar;Hobbies and Leisure
jogging;;noun;B1 Preliminar;Hobbies and Leisure
pottery;;noun;B1 Preliminar;Hobbies and Leisure
antique;;adjective & noun;B1 Preliminar;House and Home
balcony;;noun;B1 Preliminar;House and Home
bedroom;;noun;B1 Preliminar;House and Home
blanket;;noun;B1 Preliminar;House and Home
ceiling;;noun;B1 Preliminar;House and Home
cottage;;noun;B1 Preliminar;House and Home
curtain;;noun;B1 Preliminar;House and Home
cushion;;noun;B1 Preliminar;House and Home
dustbin;;noun;B1 Preliminar;House and Home
freezer;;noun;B1 Preliminar;House and Home
heating;;noun;B1 Preliminar;House and Home
rubbish;;noun;B1 Preliminar;House and Home
grammar;;noun;B1 Preliminar;Language
meaning;;noun;B1 Preliminar;Language
mention;;verb;B1 Preliminar;Language
plastic;;Nouns;A2 Flyers;Materials
hundred;;Nouns;A1 Movers;Numbers
million;;Nouns;A2 Flyers;Numbers
several;;Adjectives;A2 Flyers;Numbers
amazing;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
amusing;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
annoyed;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
anxious;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
ashamed;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
awesome;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
careful;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
curious;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
excited;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
healthy;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
jealous;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
married;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
nervous;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
relaxed;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
serious;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
special;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
strange;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
